8	1	1	0.00684262
15	1	1	0.018572825
20	1	1	0.350928641
13	1	1	0.129032258
19	1	1	0.10459433
6	1	1	0.15542522
22	1	1	0.132942326
6	1	1	0.045943304
24	1	1	0.101661779
10	1	1	0.453567937
20	1	1	0.281524927
16	1	1	0.002932551
17	1	1	0.007820137
23	1	1	0.217986315
34	1	1	0.008797654
26	1	1	0.227761486
26	1	1	0.272727273
26	1	1	0.049853372
37	1	1	0.090909091
19	1	1	0.044965787
23	1	1	0.220918866
34	1	1	0.045943304
36	1	1	0.151515152
21	1	1	0.120234604
37	1	1	0.147605083
12	1	1	0.094819159
14	1	1	0.013685239
35	1	1	0.948191593
12	1	1	0.177908113
36	1	1	0.713587488
16	1	1	0.011730205
16	1	1	0.055718475
18	1	1	0.14173998
18	1	1	0.139784946
9	1	1	0.048875855
21	1	1	0.002932551
17	1	1	0.008797654
30	1	1	0.467253177
25	1	1	0.11143695
26	1	1	0.360703812
12	1	1	0.009775171
15	1	1	0.454545455
18	1	1	0.347018573
38	1	1	0.830889541
35	1	1	0.327468231
28	1	1	0.011730205
37	1	1	0.05083089
17	1	1	0.500488759
22	1	1	0.077223851
7	1	1	0.121212121
29	1	1	0.005865103
26	1	1	0.194525904
20	1	1	0.307917889
24	1	1	0.829912023
34	1	1	0.539589443
38	1	1	0.152492669
24	1	1	0.967741935
26	1	1	0.282502444
7	1	1	0.247311828
25	1	1	0.064516129
25	1	1	0.215053763
25	1	1	0.130987292
11	1	1	0.11143695
24	1	1	0.008797654
27	1	1	0.160312805
22	1	1	0.019550342
32	1	1	0.115347019
19	1	1	0.430107527
31	1	1	0.556207234
21	1	1	0.03714565
20	1	1	0.224828935
28	1	1	0.132942326
18	1	1	0.412512219
12	1	1	0.122189638
11	1	1	0.021505376
24	1	1	0.11143695
36	1	1	0.189638319
13	1	1	0.212121212
15	1	1	0.021505376
14	1	1	0.00684262
25	1	1	0.301075269
21	1	1	0.340175953
22	1	1	0.044965787
29	1	1	0.133919844
20	1	1	0.113391984
15	1	1	0.440860215
22	1	1	0.036168133
26	1	1	0.170087977
23	1	1	0.256109482
22	1	1	0.108504399
26	1	1	0.292277615
20	1	1	0.200391007
26	1	1	0.042033236
33	1	1	0.106549365
10	1	1	0.004887586
26	1	1	0.075268817
16	1	1	0.08797654
35	1	1	0.171065494
11	1	1	0.090909091
5	1	1	0.029325513
20	1	1	0.172043011
16	1	1	0.179863148
27	1	1	0.329423265
13	1	1	0.43597263
15	1	1	0.272727273
26	1	1	0.19941349
26	1	1	0.140762463
36	1	1	0.10459433
9	1	1	0.053763441
19	1	1	0.080156403
11	1	1	0.325513196
8	1	1	0.288367546
16	1	1	0.501466276
17	1	1	0.181818182
12	1	1	0.003910068
18	1	1	0.058651026
8	1	1	0.112414467
8	1	1	0.084066471
18	1	1	0.082111437
24	1	1	0.027370479
18	1	1	0.028347996
10	1	1	0.383186706
16	1	1	0.066471163
6	1	1	0.008797654
32	1	1	0.430107527
28	1	1	0.69599218
27	1	1	0.291300098
9	1	1	0.049853372
15	1	1	0.250244379
23	1	1	0.003910068
29	1	1	0.097751711
6	1	1	0.065493646
38	1	1	0.308895406
12	1	1	0.335288368
25	1	1	0.345063539
31	1	1	0.244379277
26	1	1	0.483870968
5	1	1	0.011730205
22	1	1	0.117302053
13	1	1	0.39198436
11	1	1	0.221896383
28	1	1	0.163245357
10	1	1	0.00684262
7	1	1	0.003910068
8	1	1	0.313782991
14	1	1	0.377321603
28	1	1	0.34799609
14	1	1	0.274682307
5	1	1	0.275659824
16	1	1	0.143695015
10	1	1	0.079178886
8	1	1	0.38514174
11	1	1	0.230694037
17	1	1	0.167155425
18	1	1	0.010752688
19	1	1	0.08797654
24	1	1	0.126099707
22	1	1	0.12512219
27	1	1	0.240469208
27	1	1	0.200391007
8	1	1	0.044965787
22	1	1	0.244379277
28	1	1	0.193548387
12	1	1	0.252199413
36	1	1	0.121212121
15	1	1	0.119257087
39	1	1	0.004887586
16	1	1	0.095796676
7	1	1	0.245356794
24	1	1	0.128054741
16	1	1	0.428152493
33	1	1	0.326490714
24	1	1	0.169110459
34	1	1	0.224828935
10	1	1	0.160312805
20	1	1	0.223851417
30	1	1	0.089931574
38	1	1	0.089931574
8	1	1	0.004887586
38	1	1	0.044965787
24	1	1	0.042033236
24	1	1	0.078201369
24	1	1	0.103616813
13	1	1	0.528836755
8	1	1	0.04398827
8	1	1	0.044965787
5	1	1	0.213098729
29	1	1	0.349951124
27	1	1	0.23655914
16	1	1	0.272727273
28	1	1	0.072336266
19	1	1	0.140762463
23	1	1	0.706744868
23	1	1	0.272727273
39	1	1	0.047898338
27	1	1	0.004887586
16	1	1	0.247311828
17	1	1	0.26001955
24	1	1	0.093841642
23	1	1	0.149560117
12	1	1	0.002932551
25	1	1	0.119257087
5	1	1	0.003910068
15	1	1	0.140762463
29	1	1	0.039100684
28	1	1	0.50342131
12	1	1	0.051808407
10	1	1	0.034213099
39	1	1	0.011730205
11	1	1	0.17888563
19	1	1	0.502443793
5	1	1	0.002932551
23	1	1	0.299120235
36	1	1	0.330400782
16	1	1	0.132942326
10	1	1	0.076246334
24	1	1	0.550342131
23	1	1	0.478005865
16	1	1	0.182795699
39	1	1	0.080156403
7	1	1	0.407624633
32	1	1	0.167155425
6	1	1	0.021505376
15	1	1	0.774193548
24	1	1	0.002932551
12	1	1	0.080156403
26	1	1	0.053763441
10	1	1	0.31085044
32	1	1	0.071358749
21	1	1	0.757575758
36	1	1	0.008797654
24	1	1	0.004887586
34	1	1	0.211143695
7	1	1	0.167155425
20	1	1	0.251221896
10	1	1	0.433040078
38	1	1	0.234604106
16	1	1	0.132942326
13	1	1	0.12512219
8	1	1	0.494623656
32	1	1	0.172043011
16	1	1	0.596285435
14	1	1	0.108504399
17	1	1	0.015640274
33	1	1	0.112414467
19	1	1	0.080156403
14	1	1	0.256109482
13	1	1	0.121212121
5	1	1	0.005865103
5	1	1	0.803519062
24	1	1	0.285434995
20	1	1	0.053763441
22	1	1	0.198435973
20	1	1	0.086021505
22	1	1	0.202346041
14	1	1	0.240469208
36	1	1	0.328445748
6	1	1	0.075268817
13	1	1	0.193548387
11	1	1	0.180840665
39	1	1	0.223851417
7	1	1	0.515151515
5	1	1	0.285434995
22	1	1	0.176930596
14	1	1	0.161290323
18	1	1	0.103616813
36	1	1	0.005865103
6	1	1	0.106549365
21	1	1	0.007820137
21	1	1	0.191593353
9	1	1	0.238514174
7	1	1	0.34799609
6	1	1	0.003910068
31	1	1	0.128054741
24	1	1	0.002932551
10	1	1	0.119257087
36	1	1	0.312805474
34	1	1	0.48973607
21	1	1	0.293255132
39	1	1	0.176930596
28	1	1	0.190615836
10	1	1	0.005865103
19	1	1	0.011730205
35	1	1	0.036168133
35	1	1	0.206256109
13	1	1	0.194525904
29	1	1	0.010752688
15	1	1	0.021505376
18	1	1	0.133919844
22	1	1	0.124144673
22	1	1	0.080156403
15	1	1	0.045943304
7	1	1	0.127077224
26	1	1	0.107526882
12	1	1	0.072336266
20	1	1	0.119257087
5	1	1	0.052785924
33	1	1	0.247311828
24	1	1	0.437927664
23	1	1	0.014662757
10	1	1	0.058651026
18	1	1	0.56402737
10	1	1	0.3714565
35	1	1	0.532746823
33	1	1	0.608993157
15	1	1	0.187683284
34	1	1	0.453567937
16	1	1	0.008797654
19	1	1	0.235581623
19	1	1	0.042033236
33	1	1	0.211143695
35	1	1	0.142717498
25	1	1	0.197458456
7	1	1	0.335288368
6	1	1	0.116324536
7	1	1	0.607038123
36	1	1	0.080156403
34	1	1	0.020527859
23	1	1	0.388074291
22	1	1	0.15542522
7	1	1	0.279569892
24	1	1	0.100684262
18	1	1	0.423264907
36	1	1	0.765395894
21	1	1	0.216031281
37	1	1	0.142717498
24	1	1	0.414467253
19	1	1	0.013685239
17	1	1	0.191593353
13	1	1	0.043010753
15	1	1	0.092864125
35	1	1	0.372434018
27	1	1	0.662756598
6	1	1	0.644183773
35	1	1	0.176930596
16	1	1	0.718475073
22	1	1	0.876832845
15	1	1	0.298142717
12	1	1	0.430107527
27	1	1	0.498533724
12	1	1	0.410557185
16	1	1	0.016617791
8	1	1	0.313782991
28	1	1	0.007820137
9	1	1	0.200391007
29	1	1	0.250244379
12	1	1	0.149560117
15	1	1	0.295210166
34	1	1	0.005865103
12	1	1	0.019550342
17	1	1	0.83773216
15	1	1	0.241446725
17	1	1	0.129032258
26	1	1	0.27370479
25	1	1	0.064516129
21	1	1	0.150537634
18	1	1	0.361681329
14	1	1	0.587487781
31	1	1	0.395894428
35	1	1	0.075268817
16	1	1	0.37829912
10	1	1	0.546432063
28	1	1	0.389051808
28	1	1	0.194525904
20	1	1	0.108504399
39	1	1	0.776148583
12	1	1	0.434995112
17	1	1	0.144672532
13	1	1	0.311827957
35	1	1	0.282502444
14	1	1	0.025415445
12	1	1	0.179863148
16	1	1	0.434017595
6	1	1	0.003910068
6	1	1	0.002932551
6	1	1	0.161290323
19	1	1	0.19941349
30	1	1	0.285434995
8	1	1	0.101661779
24	1	1	0.109481916
12	1	1	0.135874878
10	1	1	0.046920821
30	1	1	0.193548387
14	1	1	0.11143695
19	1	1	0.040078201
29	1	1	0.223851417
16	1	1	0.358748778
30	1	1	0.251221896
24	1	1	0.00684262
22	1	1	0.390029326
22	1	1	0.156402737
11	1	1	0.488758553
8	1	1	0.005865103
29	1	1	0.059628543
16	1	1	0.015640274
21	1	1	0.035190616
24	1	1	0.356793744
16	1	1	0.003910068
16	1	1	0.005865103
21	1	1	0.224828935
25	1	1	0.433040078
32	1	1	0.678396872
31	1	1	0.348973607
7	1	1	0.133919844
5	1	1	0.004887586
13	1	1	0.211143695
28	1	1	0.259042033
22	1	1	0.186705767
37	1	1	0.117302053
16	1	1	0.269794721
19	1	1	0.164222874
6	1	1	0.380254154
15	1	1	0.569892473
24	1	1	0.123167155
19	1	1	0.083088954
8	1	1	0.15542522
17	1	1	0.00684262
6	1	1	0.016617791
34	1	1	0.121212121
37	1	1	0.513196481
28	1	1	0.306940371
23	1	1	0.989247312
34	1	1	0.258064516
16	1	1	0.226783969
20	1	1	0.051808407
20	1	1	0.324535679
39	1	1	0.021505376
29	1	1	0.034213099
7	1	1	0.425219941
23	1	1	0.10459433
11	1	1	0.299120235
20	1	1	0.145650049
20	1	1	0.032258065
9	1	1	0.410557185
16	1	1	0.016617791
32	1	1	0.009775171
5	1	1	0.412512219
23	1	1	0.00684262
26	1	1	0.138807429
32	0	1	0.007820137
30	0	1	0.020527859
29	0	1	0.023460411
19	0	1	0.002932551
