15,1,1,0.018572825
20,1,1,0.350928641
13,1,1,0.129032258
19,1,1,0.10459433
6,1,1,0.15542522
22,1,1,0.132942326
6,1,1,0.045943304
24,1,1,0.101661779
10,1,1,0.453567937
20,1,1,0.281524927
17,1,1,0.007820137
23,1,1,0.217986315
34,1,1,0.008797654
26,1,1,0.227761486
26,1,1,0.272727273
26,1,1,0.049853372
37,1,1,0.090909091
19,1,1,0.044965787
23,1,1,0.220918866
34,1,1,0.045943304
36,1,1,0.151515152
21,1,1,0.120234604
37,1,1,0.147605083
12,1,1,0.094819159
14,1,1,0.013685239
12,1,1,0.177908113
16,1,1,0.011730205
16,1,1,0.055718475
18,1,1,0.14173998
18,1,1,0.139784946
9,1,1,0.048875855
17,1,1,0.008797654
30,1,1,0.467253177
25,1,1,0.11143695
26,1,1,0.360703812
12,1,1,0.009775171
15,1,1,0.454545455
18,1,1,0.347018573
35,1,1,0.327468231
28,1,1,0.011730205
37,1,1,0.05083089
17,1,1,0.500488759
22,1,1,0.077223851
7,1,1,0.121212121
29,1,1,0.005865103
26,1,1,0.194525904
20,1,1,0.307917889
34,1,1,0.539589443
38,1,1,0.152492669
26,1,1,0.282502444
7,1,1,0.247311828
25,1,1,0.064516129
25,1,1,0.215053763
25,1,1,0.130987292
11,1,1,0.11143695
24,1,1,0.008797654
27,1,1,0.160312805
22,1,1,0.019550342
32,1,1,0.115347019
19,1,1,0.430107527
31,1,1,0.556207234
21,1,1,0.03714565
20,1,1,0.224828935
28,1,1,0.132942326
18,1,1,0.412512219
12,1,1,0.122189638
11,1,1,0.021505376
24,1,1,0.11143695
36,1,1,0.189638319
13,1,1,0.212121212
15,1,1,0.021505376
14,1,1,0.00684262
25,1,1,0.301075269
21,1,1,0.340175953
22,1,1,0.044965787
29,1,1,0.133919844
20,1,1,0.113391984
15,1,1,0.440860215
22,1,1,0.036168133
26,1,1,0.170087977
23,1,1,0.256109482
22,1,1,0.108504399
26,1,1,0.292277615
20,1,1,0.200391007
26,1,1,0.042033236
33,1,1,0.106549365
10,1,1,0.004887586
26,1,1,0.075268817
16,1,1,0.08797654
35,1,1,0.171065494
11,1,1,0.090909091
5,1,1,0.029325513
20,1,1,0.172043011
16,1,1,0.179863148
27,1,1,0.329423265
13,1,1,0.43597263
15,1,1,0.272727273
26,1,1,0.19941349
26,1,1,0.140762463
36,1,1,0.10459433
9,1,1,0.053763441
19,1,1,0.080156403
11,1,1,0.325513196
8,1,1,0.288367546
16,1,1,0.501466276
17,1,1,0.181818182
18,1,1,0.058651026
